course_code_section,category,course_name,credits,theory_practice,course_capacity_basis,applied_total,applied_1,applied_2,applied_3,applied_4,applied_reserve,limit_total,limit_1,limit_2,limit_3,limit_4,professor,schedule_room,eligible_grade_department,opened_department,exchange_allowed,core_competency,lecture_method,class_operation,online_solution,exam_method,exam_datetime,exam_place,exam_note,plan_year,plan_term,plan_subject_no,plan_division,plan_action_mode,query_grade_code,query_title
학수번호(분반),구분,과목명,학점,이론(실습),설강기준,신청인원,제한인원,담당교수,시간표(강의실),수강가능학년학과,개설학과,교류허용,핵심기초역량,강의진행방식,수업운영방식,비대면솔루션,시험정보,,,,,,,,,,,,,,,,,,0,2026 - 1 학기 기초교양-미래설계
GLA0010(00),균교,"NCS직업기초(GeLC 컨소시엄 교과목 ※ 수강료(24,000원) 미납 시 수강 불가/시험시간필수확인)(유료강좌)",3,3(0),1,87,36,39,8,4,18,88,24,25,19,20,강사,,1 2 3 4전학과,교양,N,실용적융복합,원격수업,동영상,미사용,,,,중간고사: 2026.4.24.(금)18:00~ 기말고사: 2026.6.12.(금)18:00~,2026,1,GLA0010,00,R,6,2026 - 1 학기 균형교양-사회와문화
GLA0022(00),균교,"재미있게이해하는인공지능(AI)시대의주요이슈(GeLC 컨소시엄 교과목 ※ 수강료(24,000원) 미납 시 수강 불가/시험시간필수확인)(유료강좌)",3,3(0),1,100,25,27,27,21,135,100,25,25,25,25,강사,,1 2 3 4전학과,교양,N,실용적융복합,원격수업,동영상,미사용,,,,중간고사: 2026.4.27.(월) 21:00~ 기말고사: 2026.6.15.(월) 21:00~,2026,1,GLA0022,00,R,6,2026 - 1 학기 균형교양-사회와문화
KCA0005(00),균교,"소비자를위한생활법률(KCU 컨소시엄 교과목 ※ 수강료(24,000원)미납 시 수강 불가)(유료강좌)",3,3(0),1,298,90,87,63,58,63,301,81,80,70,70,강사,,1 2 3 4전학과,교양,N,실용적융복합,원격수업,동영상,미사용,,,,* 기말고사: 2026.6.06.(토)~6.12.(금),2026,1,KCA0005,00,R,6,2026 - 1 학기 균형교양-사회와문화
KCA0020(00),균교,"(자신의가치를높이는)퍼스널블랜딩전략(KCU컨소시업 교과목 ※ 수강료(24,000원)미납 시 수강 불가)(유료강좌)",3,3(0),1,122,30,36,28,28,250,122,30,30,30,32,강사,,1 2 3 4전학과,교양,N,의사소통,원격수업,동영상,미사용,,,,* 기말고사: 2026.6.06.(토)~6.12.(금),2026,1,KCA0020,00,R,6,2026 - 1 학기 균형교양-사회와문화
GEA8692(00),균교,현대사회와마음건강,3,3(0),30,32,24,8,0,0,0,35,15,17,2,1,이슬아,"월5B(86101),월6A,월6B,수4A(86101),수4B,수5A,",1 2 3 4 학과확인,사림아너스학부,Y,지역형리더,일반강의,대면,미사용,,,,"교안의 내용을 바탕으로, 객관식 및 주관식(단답형, 약술형)으로 출제",2026,1,GEA8692,00,R,6,2026 - 1 학기 균형교양-사회와문화
GEA8693(00),균교,관계의심리학★,3,3(0),30,33,22,8,2,1,0,35,13,17,3,2,이슬아,"월4A(86101),월4B,월5A,수5B(86101),수6A,수6B,",1 2 3 4 학과확인,사림아너스학부,Y,의사소통,일반강의,대면,미사용,,,,"교안의 내용을 바탕으로, 객관식 및 주관식(단답형, 약술형)으로 출제",2026,1,GEA8693,00,R,6,2026 - 1 학기 균형교양-사회와문화
GEA8819(00),균교,현대한국생활의이해Ⅰ(외국인 전용 강좌),3,3(0),10,17,3,2,8,4,0,20,15,5,0,0,김정훈,"화4A(86103),화4B,화5A,목5B(86103),목6A,목6B,",1 2 3 4전학과,글로벌자율전공학부,Y,글로벌,외국인전용강좌,대면,미사용,,,86103,,2026,1,GEA8819,00,R,6,2026 - 1 학기 균형교양-사회와문화
GEA8819(01),균교,현대한국생활의이해Ⅰ(외국인 전용 중국어로 진행하는 강좌),3,3(0),10,16,16,0,0,0,0,20,20,0,0,0,이국화,"월7A(86101),월7B,월8A,수8B(86101),수9A,수9B,",1 2 3 4 학과확인,글로벌자율전공학부,Y,글로벌,외국인전용강좌,대면,미사용,대면,2026.04.20(월) 15:00,86101,중간고사 주간에 구체적으로 안내할 예정임.,2026,1,GEA8819,01,R,6,2026 - 1 학기 균형교양-사회와문화
GEA8826(00),균교,한국사회와생활문화Ⅰ(글로벌자율전공학부 중국인 유학생 전용 강좌),3,3(0),10,13,13,0,0,0,0,25,25,0,0,0,이영희,"월2B(86101),월3A,월3B,수1A(86101),수1B,수2A,",1 2 3 4 학과확인,글로벌자율전공학부,N,글로벌,외국인전용강좌,대면,미사용,,,86101,,2026,1,GEA8826,00,R,6,2026 - 1 학기 균형교양-사회와문화
GEA8828(00),균교,글로벌리더십과문화의이해Ⅰ(외국인 전용 강좌),3,3(0),10,19,10,2,7,0,0,23,15,8,0,0,김정훈,"화5B(86103),화6A,화6B,목4A(86103),목4B,목5A,",1 2 3 4전학과,글로벌자율전공학부,Y,글로벌,외국인전용강좌,대면,미사용,,,86103,,2026,1,GEA8828,00,R,6,2026 - 1 학기 균형교양-사회와문화
GEA8828(01),균교,글로벌리더십과문화의이해Ⅰ(외국인 전용 중국어로 진행하는 강좌),3,3(0),10,16,16,0,0,0,0,20,20,0,0,0,이국화,"화8B(86101),화9A,화9B,목7A(86101),목7B,목8A,",1 2 3 4 학과확인,글로벌자율전공학부,Y,글로벌,외국인전용강좌,대면,미사용,,,86101,,2026,1,GEA8828,01,R,6,2026 - 1 학기 균형교양-사회와문화
GEA8573(00),균교,융합글로벌리더십,3,3(0),30,38,0,1,37,0,12,51,0,1,50,0,이명구,"수10A(52401),수10B,수11A,수11B,수12A,수12B,",2 3 학과확인,빅데이터창업비즈니스학과,Y,,일반강의,대면,미사용,,,,,2026,1,GEA8573,00,R,6,2026 - 1 학기 균형교양-사회와문화
GEA3001(00),균교,법학개론,3,3(0),30,65,59,2,2,2,3,65,55,5,2,3,이재민,"월4A(22208),월4B,월5A,수5B(22208),수6A,수6B,",1 2 3 4 학과확인,법학과,Y,창의적사고,일반강의,대면,미사용,,,22208,,2026,1,GEA3001,00,R,6,2026 - 1 학기 균형교양-사회와문화
GEA3001(01),균교,법학개론★,3,3(0),30,58,38,11,5,4,14,58,33,10,10,5,정명진,"화5B(22104),화6A,화6B,목4A(22104),목4B,목5A,",1 2 3 4 학과확인,법학과,Y,,일반강의,대면,미사용,,,,,2026,1,GEA3001,01,R,6,2026 - 1 학기 균형교양-사회와문화
GEA3001(60),균교,법학개론,3,3(0),20,27,16,6,1,4,2,30,15,5,5,5,최자은,"월10A(22207),월10B,월11A,수10A(22207),수10B,수11A,",1 2 3 4 학과확인,법학과,Y,,일반강의,대면,미사용,,,,,2026,1,GEA3001,60,R,6,2026 - 1 학기 균형교양-사회와문화
GEA7562(00),균교,민주시민과헌법,3,3(0),30,49,27,13,6,3,14,50,20,10,10,10,이장희,"화2B(B21226),화3A,화3B,목1A(B21226),목1B,목2A,",1 2 3 4전학과,법학과,Y,창의적사고,일반강의,대면,미사용,,,B21226,,2026,1,GEA7562,00,R,6,2026 - 1 학기 균형교양-사회와문화
GEA3013(00),균교,지방자치의이해,3,3(0),30,43,17,13,5,8,2,50,20,21,3,6,김현우,"금4A(22201),금4B,금5A,금5B,금6A,금6B,",1 2 3 4 학과확인,행정학과,Y,지역형리더,일반강의,대면,미사용,대면,2026.04.24(금) 13:00,22201,,2026,1,GEA3013,00,R,6,2026 - 1 학기 균형교양-사회와문화
GEA3069(00),균교,행정학의이해,3,3(0),30,59,33,19,2,5,24,60,42,10,5,3,안성수,"월5B(B21226),월6A,월6B,수4A(B21226),수4B,수5A,",1 2 3 4 학과확인,행정학과,Y,,일반강의,대면,미사용,,,,,2026,1,GEA3069,00,R,6,2026 - 1 학기 균형교양-사회와문화
GEA3069(01),균교,행정학의이해,3,3(0),30,60,41,11,7,1,4,60,41,10,5,4,김재영,"화4A(22104),화4B,화5A,목5B(22104),목6A,목6B,",1 2 3 4 학과확인,행정학과,Y,실용적융복합,일반강의,대면,미사용,,,22104,,2026,1,GEA3069,01,R,6,2026 - 1 학기 균형교양-사회와문화
GEA8589(00),균교,미래사회와행정,3,3(0),30,70,48,14,4,4,7,72,52,10,5,5,이정호,"화5B(B21117),화6A,화6B,목4A(B21117),목4B,목5A,",1 2 3 4전학과,행정학과,Y,창의적사고,일반강의,대면,미사용,,,B21117,,2026,1,GEA8589,00,R,6,2026 - 1 학기 균형교양-사회와문화
GEA3009(00),균교,국제관계의이해,3,3(0),30,40,20,10,7,3,34,41,22,10,5,4,박성호,"금4A(22314),금4B,금5A,금5B,금6A,금6B,",1 2 3 4전학과,국제관계학과,Y,글로벌,일반강의,대면,미사용,대면,2026.04.24(금) 12:00,22314,"중간고사 및 기말고사 서술형, 단답형, 선택형 혼합",2026,1,GEA3009,00,R,6,2026 - 1 학기 균형교양-사회와문화
GEA3070(00),균교,현대민주주의이해,3,3(0),30,71,48,12,5,6,25,71,49,12,5,5,정은정,"화1A(B21225),화1B,화2A,목2B(B21225),목3A,목3B,",4전학과,국제관계학과,Y,지역형리더,일반강의,대면,미사용,,,B21225,,2026,1,GEA3070,00,R,6,2026 - 1 학기 균형교양-사회와문화
GEA3071(00),균교,정치학의이해,3,3(0),30,70,52,13,3,2,15,70,50,12,5,3,정은정,"화5B(B21226),화6A,화6B,목4A(B21226),목4B,목5A,",1 2 3 4전학과,국제관계학과,Y,지역형리더,일반강의,대면,미사용,,,B21226,,2026,1,GEA3071,00,R,6,2026 - 1 학기 균형교양-사회와문화
GEA7506(00),균교,재미있게이해하는글로벌핫이슈,3,3(0),30,209,165,29,10,5,10,210,161,30,10,9,이기완,"월1A(인문홀),월1B,월2A,수2B(인문홀),수3A,수3B,",1 2 3 4 학과확인,국제관계학과,Y,글로벌,일반강의,대면,미사용,대면,2026.04.20(월) 09:00,인문홀,,2026,1,GEA7506,00,R,6,2026 - 1 학기 균형교양-사회와문화
GEA7506(60),균교,재미있게이해하는글로벌핫이슈,3,3(0),20,39,16,0,0,23,1,80,50,0,0,30,곽인신,"수10A(B21116),수10B,수11A,수11B,수12A,수12B,",1 4 학과확인,국제관계학과,Y,글로벌,일반강의,대면,미사용,,,B21117,,2026,1,GEA7506,60,R,6,2026 - 1 학기 균형교양-사회와문화
GEA7552(00),균교,미래사회의이해,3,3(0),30,209,160,29,13,7,22,210,162,30,10,8,이기완,"월2B(인문홀),월3A,월3B,수1A(인문홀),수1B,수2A,",1 2 3 4전학과,국제관계학과,Y,실용적융복합,일반강의,대면,미사용,대면,2026.04.20(월) 10:30,인문홀,,2026,1,GEA7552,00,R,6,2026 - 1 학기 균형교양-사회와문화
GEA8588(00),균교,한반도의평화와통일,3,3(0),30,162,132,23,5,2,10,162,133,20,7,2,이기완,"화2B(인문홀),화3A,화3B,목1A(인문홀),목1B,목2A,",1 2 3 4전학과,국제관계학과,Y,지역형리더,일반강의,대면,미사용,대면,2026.04.21(화) 10:30,인문홀,,2026,1,GEA8588,00,R,6,2026 - 1 학기 균형교양-사회와문화
GEA8557(00),균교,젠더이슈로보는사회,3,3(0),30,48,24,16,5,3,12,55,30,15,5,5,허은,"금4A(22207),금4B,금5A,금5B,금6A,금6B,",1 2 3 4전학과,사회학과,Y,,일반강의,대면,미사용,,,,,2026,1,GEA8557,00,R,6,2026 - 1 학기 균형교양-사회와문화
GEA3012(00),균교,중국학개론,3,3(0),30,40,29,5,3,3,1,40,24,4,5,7,구성철,"월8B(22315),월9A,월9B,수7A(22315),수7B,수8A,",1 2 3 4전학과,중국학과,Y,,일반강의,대면,미사용,,,,,2026,1,GEA3012,00,R,6,2026 - 1 학기 균형교양-사회와문화
GEA7532(00),균교,현대사회와커뮤니케이션,3,3(0),30,59,30,14,8,7,26,60,30,10,10,10,허진,"월8B(22104),월9A,월9B,수7A(22104),수7B,수8A,",1 2 3 4전학과,미디어커뮤니케이션학과,Y,,일반강의,대면,미사용,,,,,2026,1,GEA7532,00,R,6,2026 - 1 학기 균형교양-사회와문화
GEA8589(60),균교,미래사회와행정,3,3(0),20,28,19,0,5,4,0,40,20,5,10,5,이정호,"화11B(22202),화12A,화12B,목13A(22202),목13B,목14A,",1 2 3 4 학과확인,행정학과(야),N,,일반강의,대면,미사용,,,,,2026,1,GEA8589,60,R,6,2026 - 1 학기 균형교양-사회와문화
GEA8514(00),균교,결혼과가족,3,3(0),30,39,22,7,7,3,0,25,10,5,5,5,박현주,"금1A(32110),금1B,금2A,금2B,금3A,금3B,",전학과,사회복지학과,Y,실용적융복합,일반강의,대면,미사용,,,32110,,2026,1,GEA8514,00,R,6,2026 - 1 학기 균형교양-사회와문화
GEA3032(00),균교,소비와현대생활,3,3(0),30,34,17,9,6,2,7,35,15,10,5,5,장경국,"금7A(B21220),금7B,금8A,금8B,금9A,금9B,",1 2 3 4전학과,경영학과,Y,,일반강의,대면,미사용,,,,,2026,1,GEA3032,00,R,6,2026 - 1 학기 균형교양-사회와문화
GEA3033(00),균교,증권투자의기초,3,3(0),30,44,26,11,5,2,35,44,26,11,5,2,문승진,"화8B(B21220),화9A,화9B,목7A(B21220),목7B,목8A,",1 2 3 4 학과확인,경영학과,Y,실용적융복합,일반강의,대면,미사용,,,B21220,,2026,1,GEA3033,00,R,6,2026 - 1 학기 균형교양-사회와문화
GEA3045(00),균교,경영경제학,3,3(0),30,35,19,8,5,3,6,35,15,12,5,3,장경국,"금1A(B21220),금1B,금2A,금2B,금3A,금3B,",1 2 3 4 학과확인,경영학과,Y,,일반강의,대면,미사용,,,,,2026,1,GEA3045,00,R,6,2026 - 1 학기 균형교양-사회와문화
GEA3043(00),균교,현대사회와회계((마감)),3,3(0),30,38,28,6,4,0,20,38,27,7,4,0,우청원,"월7A(B21220),월7B,월8A,수8B(B21220),수9A,수9B,",1 2 3전학과,회계학과,Y,,일반강의,대면,미사용,,,,,2026,1,GEA3043,00,R,6,2026 - 1 학기 균형교양-사회와문화
GEA3043(60),균교,현대사회와회계,3,3(0),20,40,26,11,2,1,6,41,25,12,3,1,최미숙,"월10A(B21218),월10B,월11A,수10A(B21218),수10B,수11A,",1 2 3 4전학과,회계학과,Y,,일반강의,대면,미사용,,,,,2026,1,GEA3043,60,R,6,2026 - 1 학기 균형교양-사회와문화
GEA7558(00),균교,무역의이해,3,3(0),30,58,25,17,9,7,15,58,16,13,14,15,김기환,"월8B(B21230),월9A,월9B,수7A(B21230),수7B,수8A,",1 2 3 4전학과,국제무역학과,Y,글로벌,일반강의,대면,미사용,,,B21230,,2026,1,GEA7558,00,R,6,2026 - 1 학기 균형교양-사회와문화
GEA3052(00),균교,생활세금의이해,3,3(0),30,39,22,9,4,4,15,40,20,10,5,5,문병화,"금1A(B21123),금1B,금2A,금2B,금3A,금3B,",1 2 3 4전학과,세무학과,Y,,일반강의,대면,미사용,,,,,2026,1,GEA3052,00,R,6,2026 - 1 학기 균형교양-사회와문화
GEA3048(00),균교,현대생활과보험,3,3(0),30,50,35,5,7,3,9,50,25,10,10,5,이상연,"금1A(B21231),금1B,금2A,금2B,금3A,금3B,",1 2 3 4 학과확인,글로벌비즈니스학부,Y,,일반강의,대면,미사용,,,,,2026,1,GEA3048,00,R,6,2026 - 1 학기 균형교양-사회와문화
GEA8590(00),균교,경제학의이해,3,3(0),30,36,33,0,1,2,0,36,33,0,1,2,강보경,"화5B(B21233),화6A,화6B,목4A(B21233),목4B,목5A,",1 학과확인,글로벌비즈니스학부,Y,,일반강의,대면,미사용,,,,,2026,1,GEA8590,00,R,6,2026 - 1 학기 균형교양-사회와문화
GEA8590(01),균교,경제학의이해,3,3(0),30,56,35,6,5,10,0,56,35,6,5,10,이미숙,"화4A(B21113),화4B,화5A,목5B(B21113),목6A,목6B,",1 학과확인,글로벌비즈니스학부,Y,,일반강의,대면,미사용,,,,,2026,1,GEA8590,01,R,6,2026 - 1 학기 균형교양-사회와문화
GEA8591(00),균교,회계의이해,3,3(0),30,69,42,15,8,4,0,69,42,15,8,4,원유경,"금4A(B21113),금4B,금5A,금5B,금6A,금6B,",1 2 3 4 학과확인,글로벌비즈니스학부,Y,실용적융복합,일반강의,대면,미사용,,,B21113,,2026,1,GEA8591,00,R,6,2026 - 1 학기 균형교양-사회와문화
GEA8603(00),균교,경제학원론,3,3(0),30,36,14,8,6,8,8,40,10,10,10,10,박두현,"금4A(B21119),금4B,금5A,금5B,금6A,금6B,",1 2 3 4 학과확인,글로벌비즈니스학부,Y,,일반강의,대면,미사용,,,,,2026,1,GEA8603,00,R,6,2026 - 1 학기 균형교양-사회와문화
GEA7033(00),균교,컴퓨터언어,2,1(2),20,41,41,0,0,0,0,41,41,0,0,0,정해창,"화2B(55114),화3A,화3B,목1A(55114),목1B,목2A,",학과확인,교양,Y,실용적융복합,일반강의,대면,미사용,,,55114,,2026,1,GEA7033,00,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA7033(01),균교,컴퓨터언어,2,1(2),20,31,24,0,0,7,0,31,23,0,0,8,김태엽,"금4A(53313),금4B,금5A,금5B,금6A,금6B,",1 4 학과확인,교양,N,실용적융복합,일반강의,대면,미사용,,,53313,,2026,1,GEA7033,01,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA7033(02),균교,컴퓨터언어,2,1(2),20,42,42,0,0,0,0,43,43,0,0,0,정명균,"금7A(전산216),금7B,금8A,금8B,금9A,금9B,",1 학과확인,교양,N,실용적융복합,일반강의,대면,미사용,,,53313,,2026,1,GEA7033,02,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA7033(03),균교,컴퓨터언어,2,1(2),20,39,39,0,0,0,0,39,39,0,0,0,남수태,"수7A(전산216),수7B,수8A,수8B,수9A,수9B,",1 학과확인,교양,N,실용적융복합,일반강의,대면,미사용,,,전산216,"중간, 기말 시험시작 1주일 전에 안내함",2026,1,GEA7033,03,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA7033(04),균교,컴퓨터언어,2,1(2),20,31,31,0,0,0,0,31,31,0,0,0,조보호,"월7A(53313),월7B,월8A,월8B,월9A,월9B,",1 학과확인,교양,N,실용적융복합,일반강의,대면,미사용,,,53313,,2026,1,GEA7033,04,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA7033(05),균교,컴퓨터언어,2,1(2),20,44,44,0,0,0,1,44,44,0,0,0,정명균,"금4A(전산216),금4B,금5A,금5B,금6A,금6B,",1 학과확인,교양,N,,일반강의,대면,미사용,,,,,2026,1,GEA7033,05,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA8701(00),균교,생활속의수학,2,2(0),30,55,0,29,14,12,60,56,0,30,10,16,배문진,"화5A(11108),화5B,화6A,화6B,",4 학과확인,교양,Y,실용적융복합,일반강의,대면,미사용,,,11108,,2026,1,GEA8701,00,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA8701(01),균교,생활속의수학,2,2(0),30,57,2,34,12,9,87,57,0,35,11,11,유영율,"수6A(11108),수6B,수7A,수7B,",1 2 3 4전학과,교양,Y,실용적융복합,일반강의,대면,미사용,,,11108,,2026,1,GEA8701,01,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
KCA0004(00),균교,"에너지와생활(KCU 컨소시엄 교과목 ※ 수강료(24,000원)미납 시 수강 불가)(유료강좌)",3,3(0),1,82,17,23,22,20,202,83,20,21,20,22,강사,,1 2 3 4전학과,교양,N,실용적융복합,원격수업,동영상,미사용,,,,* 기말고사: 2026.6.06.(토)~6.12.(금),2026,1,KCA0004,00,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA7301(01),균교,공업수학,3,3(0),30,42,0,33,5,4,23,42,0,33,5,4,편도경,"월1A(53317),월1B,월2A,수2B(53317),수3A,수3B,",학과확인,기계공학부,N,창의적사고,일반강의,대면,미사용,,,53317,,2026,1,GEA7301,01,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA7301(02),균교,공업수학,3,3(0),30,39,0,35,3,1,61,42,1,37,3,1,박용갑,"월1A(53213),월1B,월2A,수2B(53213),수3A,수3B,",학과확인,기계공학부,N,실용적융복합,일반강의,대면,미사용,대면,2026.04.22(수) 10:30,53213,- 진도 상황에 따라 중간고사 일정은 변경될 수 있음,2026,1,GEA7301,02,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA7301(03),균교,공업수학,3,3(0),30,41,1,33,5,2,7,42,1,33,6,2,김재민,"월1A(53315),월1B,월2A,수2B(53315),수3A,수3B,",4 학과확인,기계공학부,N,창의적사고,일반강의,대면,미사용,,,53315,,2026,1,GEA7301,03,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA8562(01),균교,프로그래밍입문,3,3(0),30,46,46,0,0,0,0,47,47,0,0,0,김현미,"월7A(55114),월7B,월8A,수8B(55114),수9A,수9B,",1 학과확인,지능로봇융합공학과,N,창의적사고,일반강의,대면,미사용,,,55114,,2026,1,GEA8562,01,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA8564(01),균교,공업수학1,3,3(0),30,50,0,40,2,8,31,52,0,42,2,8,정은태,"화2B(55108),화3A,화3B,목1A(55108),목1B,목2A,",2 학과확인,지능로봇융합공학과,N,,일반강의,대면,미사용,,,,,2026,1,GEA8564,01,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA7283(00),균교,영양과건강,2,2(0),30,80,29,31,11,9,232,80,30,30,10,10,김주연,"화4A(32110),화4B,화5A,화5B,",1 2 3 4전학과,식품영양학과,N,실용적융복합,일반강의,대면,미사용,대면,2026.04.21(화) 12:00,32110,,2026,1,GEA7283,00,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA7003(00),균교,통계학,3,3(0),30,41,0,12,19,10,7,41,0,15,16,10,허순영,"월8B(32401),월9A,월9B,수7A(32401),수7B,수8A,",2 3 4 학과확인,통계학과,N,실용적융복합,블렌디드강의,동영상+대면,미사용,대면,2026.04.29(수) 15:00,32401,e-클래스 공지사항에 공지함.,2026,1,GEA7003,00,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA7308(00),균교,통계학및연습1,3,3(0),30,63,57,1,2,3,0,64,57,1,3,3,허순영,"화1A(32401),화1B,화2A,목2B(32401),목3A,목3B,",1전학과,통계학과,N,실용적융복합,일반강의,대면,미사용,,,32401,수업 중 안내,2026,1,GEA7308,00,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA4006(00),균교,생명의이해,3,3(0),30,41,8,14,11,8,78,41,7,13,12,9,정원준,"금4A(35202),금4B,금5A,금5B,금6A,금6B,",1 2 3 4 학과확인,생물학화학융합학부,Y,,일반강의,대면,미사용,,,,,2026,1,GEA4006,00,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA4020(00),균교,환경생태학의이해,3,3(0),30,40,9,18,10,3,104,40,9,17,10,4,홍성진,"월8B(35202),월9A,월9B,수7A(35202),수7B,수8A,",1 2 3 4 학과확인,생물학화학융합학부,Y,,일반강의,대면,미사용,,,,,2026,1,GEA4020,00,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA8609(00),균교,일반화학실험1,1,0(2),20,17,9,6,1,1,1,22,16,4,1,1,조경일,"수5A(공실관201),수5B,수6A,수6B,",1 2 3 4전학과,생물학화학융합학부,Y,창의적사고,일반강의,대면,미사용,,,공실관201,,2026,1,GEA8609,00,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA4009(00),균교,인체와질병,3,3(0),30,31,9,8,6,8,59,31,6,8,8,9,조용권,"금7A(35101),금7B,금8A,금8B,금9A,금9B,",1 2 3 4전학과,생명보건학부,Y,실용적융복합,일반강의,대면,미사용,대면,2026.04.10(금) 15:00,35101,,2026,1,GEA4009,00,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA7528(00),균교,자연과학과노벨상수상자들,3,3(0),30,50,6,16,12,16,23,50,3,15,15,17,김영재,"금1A(35106),금1B,금2A,금2B,금3A,금3B,",1 2 3 4전학과,생명보건학부,N,창의적사고,일반강의,대면,미사용,,,35106,,2026,1,GEA7528,00,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA7004(00),균교,일반물리학(생활속의물리(GEA8599) 대체과목),3,3(0),30,44,43,0,0,1,0,48,45,0,2,1,류시완,"월2B(54217),월3A,월3B,수1A(54217),수1B,수2A,",1 학과확인,반도체물리학과,Y,,일반강의,대면,미사용,,,,,2026,1,GEA7004,00,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA7004(01),균교,일반물리학,3,3(0),30,49,49,0,0,0,0,50,50,0,0,0,조종호,"월4A(53318),월4B,월5A,수5B(53318),수6A,수6B,",1 학과확인,반도체물리학과,Y,창의적사고,일반강의,대면,미사용,대면,2026.04.22(수) 13:00,53318,,2026,1,GEA7004,01,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA7004(02),균교,일반물리학,3,3(0),30,50,50,0,0,0,0,50,50,0,0,0,조종호,"월5B(53318),월6A,월6B,수4A(53318),수4B,수5A,",1 학과확인,반도체물리학과,Y,창의적사고,일반강의,대면,미사용,대면,2026.04.22(수) 13:30,53318,,2026,1,GEA7004,02,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA7004(03),균교,일반물리학,3,3(0),30,44,39,0,0,5,0,45,45,0,0,0,팽진섭,"월4A(53315),월4B,월5A,수5B(53315),수6A,수6B,",1 4 학과확인,반도체물리학과,Y,창의적사고,일반강의,대면,미사용,대면,2026.03.03(화) 01:00,53315,,2026,1,GEA7004,03,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA7004(04),균교,일반물리학,3,3(0),30,46,46,0,0,0,1,46,46,0,0,0,팽진섭,"월5B(53315),월6A,월6B,수4A(53315),수4B,수5A,",1 학과확인,반도체물리학과,Y,창의적사고,일반강의,대면,미사용,,,53315,,2026,1,GEA7004,04,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA7004(05),균교,일반물리학,3,3(0),30,39,30,0,2,7,0,39,34,0,1,4,백성호,"화1A(T98204),화1B,화2A,목2B(T98204),목3A,목3B,",1 학과확인,반도체물리학과,Y,창의적사고,일반강의,대면,미사용,,,T98204,,2026,1,GEA7004,05,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA7004(06),균교,일반물리학,3,3(0),30,47,47,0,0,0,0,50,50,0,0,0,조정숙,"화7A(55112),화7B,화8A,목8B(55112),목9A,목9B,",1 학과확인,반도체물리학과,Y,,일반강의,대면,미사용,,,,,2026,1,GEA7004,06,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA7004(07),균교,일반물리학,3,3(0),30,50,48,0,0,2,0,50,48,0,0,2,조정숙,"화8B(55101),화9A,화9B,목7A(55101),목7B,목8A,",1 학과확인,반도체물리학과,Y,,일반강의,대면,미사용,,,,,2026,1,GEA7004,07,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA7005(00),균교,물리학1,2,2(0),30,46,42,0,1,3,0,46,43,0,1,2,김경립,"수8B(35106),수9A,수9B,수10A,",1 4 학과확인,반도체물리학과,Y,창의적사고,일반강의,대면,미사용,,,35106,,2026,1,GEA7005,00,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA7006(00),균교,물리학실험1,1,0(2),20,21,19,0,0,2,0,21,19,0,0,2,최해인,"화5A(공실관208),화5B,화6A,화6B,",1 4 학과확인,반도체물리학과,Y,,일반강의,대면,미사용,,,,,2026,1,GEA7006,00,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
GEA7006(01),균교,물리학실험1,1,0(2),20,22,22,0,0,0,0,22,22,0,0,0,최해인,"화8A(공실관208),화8B,화9A,화9B,",1 학과확인,반도체물리학과,Y,,일반강의,대면,미사용,,,,,2026,1,GEA7006,01,R,7,2026 - 1 학기 균형교양-자연과학기술의이해
